country,year,A005,A104,E040,A030,A165,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D078,D059,C001,E233,F199,A124_02,A124_06,A105,E124,E069_40,C002,A040,A098,E069_01,F028,F028B,F034,F050,F063,F203,F202,E220
AZE,2011,4.095269533452126,0.047389900495743625,3.081400045979678,3.7002597081442357,0.7583182582191863,2.4077652501859768,2.271278617530588,0.6167831416323644,1.7225225414270526,1.6274732727452388,1.654603578010901,1.7977555240264407,0.758971980674909,3.5031827839483203,4.525793818331565,2.0951760394543335,2.970610442582048,0.06582139221072693,3.116573545855776,2.1748719738051827,0.3943868638255456,0.970538560357424,0.117021339533689,2.2019889656996114,1.5836013508765556,1.7162029653493076,4.326733058719136,4.987264882171394,4.867018179964418,3.2259996935941917,2.172225442270525,2.193549366735913
BFA,2007,4.812038244241634,0.46284224250325945,2.228741127046212,4.01890482398957,0.7398956975228161,3.189917427205563,2.8878748370273795,1.6927422859626249,2.571707953063885,2.36418948283355,1.759017818339852,2.005649717514124,2.0762711864406778,4.165580182529335,3.529624800811242,4.501303780964798,4.426336375488918,0.2591264667535854,2.7151238591916558,3.325727944372012,1.1685136897001305,3.402868318122555,1.8252933507170794,3.714689265536723,3.959769044514807,,4.745762711864407,,4.507460524409677,,,3.093944661741272
BGD,2018,4.630555555555555,0.37083333333333335,1.3046296296296298,2.5791666666666666,0.6458333333333334,3.6652777777777774,3.0291666666666663,1.4625,1.844444444444444,1.3694444444444442,1.9625,2.0208333333333335,0.9395833333333333,4.44625,4.491666666666666,3.408333333333333,2.966666666666667,0.21875,3.4861111111111107,2.875,0.5020833333333333,4.245833333333334,1.2916666666666667,4.879166666666666,3.3583333333333334,4.019047619047618,4.945833333333334,4.991666666666666,4.811574074074074,4.677777777777777,4.515277777777778,3.011111111111111
BGR,2006,3.7567526275075447,0.1006657362770377,2.0773006697651373,4.349388628359413,1.0770123941461018,3.1547628918700545,3.5541696197969292,1.643321103429659,2.2793065740121192,2.1994150073143195,3.273787383092655,2.52487465417665,3.2215107361940207,4.340411609199033,4.588073179692882,3.9970392207200645,4.11918265972393,0.06848508128841323,1.7225989738115015,2.1365857286697114,0.9561454986242858,0.9108535097073629,0.15620661401012217,2.7938337654445644,1.9604380226147173,,3.9849169502480914,,2.613847064656729,,,3.3463224078519302
BLR,2011,3.5772750996535683,0.17955842730398056,1.9458156422536719,4.381149744782961,1.738444262560548,3.0075009753371456,3.2961075424273893,1.5733192605166555,2.163474389428456,2.168833304804234,2.310276622515911,1.911040351559023,3.0052604508794456,3.744970340165757,4.573085183278869,3.8447750508473786,3.3276481845116064,0.08933596853249733,2.95401769888795,2.8116337155837394,1.1193043640174483,0.7201948493053435,0.3952673631987491,3.2736332316171763,2.2021310184163263,2.2163068189640587,3.9384086448402376,4.299034753538541,3.0612377374934243,1.784687658355526,1.676446372542333,2.5298358242925754
BOL,2017,4.579906466698919,0.6724721819061442,1.8752351771219697,2.2375423318819547,0.4257377842283503,1.9125947427834218,2.443960651507821,0.8353491372359296,1.722302854378326,1.13368811482019,3.22447992259313,3.1003064021931945,3.142235123367199,4.252539912917271,4.58528194377251,4.738751814223512,4.479922593130141,0.6531204644412192,2.46089340428963,2.409288824383164,0.5745041122399613,2.0827285921625545,2.7878567972907597,2.706015158845348,3.178174027230631,3.8236920312392004,4.614175133043058,4.888727624576681,4.576681180454766,2.7205289469440412,2.9446863409127557,3.1898080954684733
BRA,2006,4.4013421878926255,0.5751985039841198,2.058752015299839,3.056028955517683,0.47092280232617584,2.4831911813447056,2.811128595109713,1.068497314520215,2.3355188931584885,1.4103890471688763,3.050753395939729,2.9499651640027866,3.549735526021158,4.2198925184085985,4.6820513054358965,4.780377157569828,4.663027426957806,0.8457331723413462,2.322739194180865,2.980606861551451,0.706478613481711,2.7854450571643956,3.1592687572584994,3.304877735609782,3.1365432833622515,,4.671930046245596,,4.788021396958289,,,1.658898027288158
BRA,2014,4.354959722784237,0.4061200528525685,1.7738328322188397,3.2064118444291387,0.3602773443766061,2.412239103417155,2.564290520664104,1.0405025293474768,2.4725762376298794,1.598531655912942,3.079195816505684,3.0271937829041495,3.9001193202509823,4.247542172876858,4.783968763624389,4.903662614861308,4.868221886120395,0.6011493284200468,1.9824328687997714,2.696420215956397,1.0330322941124457,2.48989515349676,3.0302629449626415,3.0224204721919183,3.1659488990062585,3.9453132037671255,4.506457840927986,4.931861705262556,4.724560882403034,1.6447659609413243,2.373770524863754,1.6857752347729438
BRA,2018,4.2725021868189925,0.3168177763930382,2.0088006584926332,2.764854749117845,0.33711208008703886,2.4351105484600737,2.698225790359501,1.3352177847464246,2.4430568444712666,1.8289404549006132,3.26899809765604,3.3155911792287567,3.766687599603081,4.072477780462165,4.791812430873336,4.931013792809543,4.8720683945301095,0.41466328600448277,2.109333089262198,2.9176696646973648,1.454476114434894,1.81679565806122,2.7922206789254376,2.905660427830011,2.9757544000250062,3.740722538556165,4.313916333381096,4.870687869534981,4.465192868936946,1.5701439550346115,2.3570239845123266,1.8046401562147083
CAN,2006,3.836214618037768,1.189886526170337,1.6713054048079576,2.707150310875944,2.13709024530819,3.375189276357353,4.046782773532345,2.3347779642483553,2.997900378642155,2.9288208930855446,3.6476353663452183,3.3894519132975685,4.095676881145763,4.549279337045553,4.910904410476626,4.889228552471232,4.787162918158621,1.4511732435873452,3.5437268038328478,3.163863691727265,2.6348122340107754,1.520523438090555,1.9600784287976878,2.830230253344749,2.0547398953120464,,4.0087749134926876,,3.429014356654037,,,2.926716745182257
CAN,2020,3.242849881017735,0.965921410088966,2.172083676590577,2.3694595146593693,2.3346506976625645,3.2209287159478444,3.948298680498994,2.37630665154742,3.129772656214932,3.198971835348683,3.769095424822283,3.7637905191073253,4.420389859398448,4.394001179335462,4.669896623451092,4.775567873648843,4.561973428723873,0.8423786759517237,3.341931097357693,2.721722959541144,2.4253127046031087,0.6209668656068063,1.1896873250322808,2.1098320610335044,1.1075836058613704,1.8178930525528376,2.9176521379599416,2.9238069057337843,2.1976644768264166,1.1401968844403425,1.1971344511213438,1.7803245808534505
CHE,2007,4.066616710709315,1.1375951304037475,2.3624232635914435,1.0129406950229134,2.670906285920005,3.394454990802087,3.8538811024766173,2.404723191448581,2.863651200708018,2.9373269267623563,3.814620153519417,3.6431886909120026,3.522485541405867,4.688524938164678,4.748371075601329,4.7287701870348,4.652887632806679,1.1285350463854424,3.677948970346535,2.8368495929511184,2.183142679865288,0.6292653365888321,1.8976562147807914,2.3320615751426326,1.824667133149607,,3.9241510074209893,,3.0128046107504782,,,
CHL,2006,4.204044389555775,0.46445283804490606,2.276365745755671,1.35939108976651,0.634334854888417,2.6174340489588723,2.8356929526297785,1.1393807793326094,2.0295838999604476,1.808593699472653,2.951623789005975,2.4980851757280176,2.9062214623421805,4.274303350586685,4.791167989069796,4.573288986530894,4.526571013961406,0.7342348253829153,2.488485051866678,2.9609641661863626,0.6930060331153318,1.9831975040758625,1.6679223042357267,3.2038727762130024,2.223555751581281,,4.0387941546336785,,4.282122079405604,,,3.643849523189502
CHL,2012,4.105,0.2475,2.1444444444444444,1.525,0.665,2.921666666666667,3.113333333333333,1.665,2.355,2.2866666666666666,3.5633333333333335,3.2683333333333335,3.5125,4.277,4.834444444444444,4.72,4.62,0.4775,2.54,2.993333333333333,1.1825,1.375,1.5425,2.6866666666666665,2.0964285714285715,3.4621428571428563,3.685,4.625,4.0200000000000005,1.5016666666666665,2.0733333333333333,3.2894444444444444
CHL,2018,3.8347714690616366,0.48885603884644246,1.9883107515216085,1.4105858985682762,0.6586128857519915,2.9217379166405424,2.6811003936711955,1.6873178204104224,2.1754643713540243,2.101162387848055,3.180227733280233,3.0066602559612523,2.7065499811738327,3.6462320050749075,4.462234910989057,4.654872767008615,4.341870869528973,0.43752765312784037,2.3101842176420155,2.8287473766900124,1.5928678057942158,0.5151479202652842,1.4057557116888877,2.257769205056641,2.0362403644192155,2.2619600145402337,3.5327798273033366,4.321959982188026,3.0648402115678057,1.7715388331289441,1.952474229962433,2.837341862406588
CHN,2007,3.9219343656771533,0.2805059258493577,1.4671197298090815,4.171600705705278,2.607502388895042,3.5104097926292908,3.347007047629709,1.496968316405635,1.515211897630609,1.3141120127754948,2.680463712790339,2.3413977171087086,2.348198200993661,4.509027726573748,4.633089971559446,4.368513178012132,4.138609665827884,0.37341588371722284,3.5526594287453106,3.1810667921510802,1.3140216879800404,0.12247394096920507,0.33437132421519633,2.06684432770909,1.5851366723937346,,2.6673627659509562,,1.4173773281475948,,,2.580754608723785
CHN,2013,3.678752368382576,0.06067914263402932,1.492684519087288,3.7659237236914964,3.1312079129571075,3.3963750708620277,3.2017349054541233,1.5275822925147973,1.5850040040347269,1.5112459804232443,2.6432408472824465,2.393263932644444,2.4811405959145656,4.3654597120892555,4.233459904626258,4.476135244245076,4.388134151991177,0.057637573111129416,3.3558294236000545,3.0528665763659144,1.1162223409916892,0.057552101373188155,0.13487091008005692,1.5581493174518355,0.33345836741026863,0.45461982131460626,2.1159056857787037,0.9395943499708612,1.377161329631765,1.0617461345032422,0.8607223423725587,2.4935678068527767
CHN,2018,3.8486509946473766,0.1222287117953864,1.5092846645588296,3.5402222172362032,3.201249755645179,3.3163458720352614,3.363226937374357,1.5821227407145322,1.6261065503911216,1.5180759049014978,2.8226591974164577,2.423263030169119,2.5518207427407065,4.450709138806078,4.693483832351546,4.081821643606963,3.698383711719104,0.08520356170126005,3.6137537377885596,3.0714219832565846,1.10752653762556,0.05583826655597001,0.17969997404305052,1.6476645369777465,0.3810987066762255,0.15093897601298378,2.0437261700782012,0.8499483245561701,0.9798968933123069,1.2246833887759707,0.9487681615646775,2.4854406292607485
COL,2005,,0.18760330578512396,2.153902662993572,0.9487603305785124,0.7239669421487603,2.5873278236914596,2.907988980716254,1.1895316804407712,1.9173553719008265,1.631404958677686,3.1779614325068866,2.9316804407713493,,,4.867401285583103,4.785123966942149,,0.2611570247933884,2.234710743801653,2.6545454545454543,,2.3851239669421487,1.8355371900826447,3.8137741046831954,3.0850059031877213,,4.486776859504133,,4.818916437098255,,,3.5226813590449955
COL,2012,4.5701058201058204,0.5687830687830688,2.1182392710170492,0.6779100529100529,0.20502645502645503,2.3886684303350965,2.71384479717813,0.9755291005291006,1.6148589065255732,1.3624338624338623,3.382936507936508,3.1801146384479715,3.566468253968254,3.9421296296296298,4.784685479129924,4.837962962962963,4.76521164021164,0.548941798941799,1.945546737213404,3.322310405643739,0.7820767195767195,3.015873015873016,2.921626984126984,3.612213403880071,3.011621315192743,4.001322751322752,4.55191798941799,4.930555555555555,4.796075837742504,2.348985890652557,2.7987213403880067,3.2469870664315112
COL,2018,4.470394736842105,1.0296052631578947,2.156798245614035,1.230263157894737,0.22697368421052633,2.2543859649122804,2.5723684210526314,1.1655701754385963,1.8125,1.5350877192982455,3.172149122807017,3.0175438596491224,3.8782894736842106,3.5677631578947366,4.692982456140351,4.490131578947368,4.296052631578948,1.0526315789473684,1.9331140350877194,2.4375,1.3799342105263157,2.3322368421052633,2.508223684210526,3.023026315789474,2.889097744360902,4.104793233082707,4.292763157894737,4.819078947368421,4.618421052631579,2.3212719298245617,2.62719298245614,3.3033625730994154
CYP,2006,4.011050747644917,0.5236239898754329,2.2542465947408776,2.2775698715176738,0.49243752228868093,2.5568359994512377,3.2843555495619072,0.9346962883047651,1.671532113787824,1.7275435437511795,3.18632355030578,2.8781129252531903,2.7515511564780755,4.44526660345717,4.599010408360618,4.218899191900347,3.9247605274835826,0.5163688120324139,2.881753623692891,2.908220179016748,0.837162450739902,2.108177077447919,0.6767333052095358,3.0778174047449207,2.6439495940896296,,3.9845460851945345,,4.270864858518235,,,1.8584736659451482
CYP,2011,4.280369313825401,0.37939504531484064,2.4007866858951514,2.0394367339330572,0.37408286732099855,2.8711218490500645,3.2789813264220684,1.0523383541651823,1.7371116104850168,1.7425088978242804,3.106048345370609,3.0545171450786905,3.1497677628077354,4.155406651041444,4.791899969467262,3.7586658282033896,3.2274994687439698,0.4571703350054763,2.2673285211017995,2.978155633719187,0.7403643850346848,1.870879095051052,0.7481817293451231,3.092729466204694,2.6507166793146304,2.897917540156942,4.429559532832768,4.865750577029219,4.244445786989999,2.6204517738556063,2.328560655851335,2.848418361783744
CYP,2019,4.001371365,0.5165284625,2.5104260444444435,3.9033366199999997,0.3376269099999999,3.0474092333333327,3.2812124199999984,1.1377201416666662,1.7755059966666662,1.7604973716666659,3.203668473333332,3.0682557083333326,2.4536994825,4.2965378265,4.865159492777778,4.21843519,3.9908082799999995,0.5921346724999998,2.9871882699999994,2.7289982749999995,0.8336267874999997,2.4717200599999996,0.8794818874999999,3.0256961549999994,3.100005984285714,3.5201258535714284,4.440730654999999,4.77878758,3.904013881666666,2.9009602433333326,2.5149326433333323,2.947638546111111
CZE,2022,3.432810184328102,0.2149788750664554,2.515098299225057,1.157625199076252,1.8540669643740029,3.143146875875913,3.5717326343284372,2.0737756860155345,2.3337638205598603,2.217409711062986,2.6779224628903355,2.572403650724037,2.9358873876922074,4.146502128965021,4.409098253350241,3.973738806404055,3.2859651870263185,0.11165550319988836,2.55858735475254,2.6488288209327324,0.9505059345050593,0.3137622073042887,0.24706688997066886,1.9272804512172488,0.9984162260555907,0.9374109212788712,2.605565034388983,1.2666502334998357,1.7634640555976036,1.784529076178624,1.4167916613901388,2.535172309610983
DEU,2006,3.844641839184464,0.31825690708871235,2.0901483155349956,1.2990039758959315,1.8084239836383833,3.1195163165836557,3.6295234076739473,1.7391283738835015,2.183051983851252,2.152779093891344,3.739190344330769,3.604876412555893,3.7218752724397475,4.595908204404709,4.572350398293973,4.638715296305465,4.3367818295425735,0.3850252190582782,3.0156544131775074,2.8410700677783782,1.8068340017677007,0.4663740473764905,1.2279215807286825,2.0320418444609825,2.2626158885488556,,3.0935626309455877,,1.910629771047538,,,2.232738411381726
DEU,2013,3.59409541806051,0.30192701066896416,2.006669143683023,0.8971098224862839,2.2655359096652847,3.049142551571388,3.439139339891746,1.9231640927873552,2.5355066957573733,2.50759874090201,3.3520882091753355,3.47082077056678,3.6263939507934624,4.559783978879763,4.627110959279464,4.258471450359998,3.9281960017872675,0.47107774807923924,3.613893395871267,3.121739852311319,2.3411313872815933,0.6038832881995692,1.5575368743260685,2.1237066193008416,1.6269109700900755,1.6395432914647596,3.5133261131509945,3.231788313990143,2.3703467497922523,1.8127517772539188,1.1629175661316637,2.024951587959766
DEU,2018,3.6649214659685865,0.42539267015706805,2.39456079115765,1.9895287958115184,2.287303664921466,3.2318935427574162,3.6823734729493887,1.9873472949389175,2.667975567190227,2.723603839441535,3.9419720767888307,3.956151832460733,4.229384816753926,4.790248691099476,4.9407358929610234,4.862565445026178,4.803664921465969,0.5415575916230366,3.792539267015707,2.869764397905759,3.180628272251309,0.4744764397905759,1.757198952879581,2.0527923211169283,1.4524121166791324,1.7207367240089753,3.4391361256544504,2.974476439790576,2.176410703897615,0.9216841186736474,1.039485165794066,1.786285631180919
DZA,2014,4.354166666666667,0.09166666666666666,1.7217592592592594,2.975,0.9125,2.836111111111111,2.819444444444444,1.1,1.1263888888888887,1.2430555555555554,1.9416666666666662,1.4041666666666666,1.5333333333333334,3.703333333333333,3.7495370370370376,4.0125,3.6,0.19791666666666666,2.8541666666666665,2.308333333333333,,3.2333333333333334,0.28541666666666665,3.4625,2.810119047619047,4.059523809523809,4.56875,5.0,4.7578703703703695,4.520833333333333,4.472222222222222,2.413888888888889
ECU,2013,4.717138103161398,0.2766222961730449,1.465150674801257,2.2171381031613975,0.3577371048252912,2.4001663893510816,2.2240709927897946,1.1910704381586246,1.896838602329451,1.5599001663893508,3.386023294509151,3.1905158069883526,3.3589850249584026,3.970881863560732,4.627934923276022,3.2737104825291183,3.26955074875208,0.23502495840266224,2.899334442595674,2.488907376594564,1.050332778702163,2.450083194675541,1.281198003327787,3.7382140876317247,3.287378179225101,3.845376753030663,4.257487520798669,4.862728785357737,4.608985024958403,2.0008319467554077,2.6455906821963393,3.4193011647254576
ECU,2018,4.611111111111111,0.73125,1.6101851851851852,1.4458333333333333,0.2916666666666667,2.075,2.238888888888889,0.7875,1.425,1.2263888888888888,3.2680555555555553,3.1402777777777775,3.064583333333333,3.7754166666666666,4.516203703703703,4.7,4.479166666666667,0.7,2.4555555555555557,2.9541666666666666,0.7770833333333333,2.4125,2.0791666666666666,3.5513888888888885,2.9922619047619046,3.8976190476190475,4.375,4.895833333333333,4.5740740740740735,2.6222222222222222,2.808333333333333,3.0995370370370368
EGY,2008,4.076538689995169,0.3398964466531829,0.7975076366201703,2.8485523439311953,0.9265836398533006,4.04569206582627,3.8902036865920158,1.8278584579175496,2.0112074217600617,1.3818263012782988,0.892773163931117,0.5978883830143469,0.38069117230009925,3.8754678227237456,,,,0.10161100413560178,,3.858992448087704,0.057783570349268856,4.489367559614239,0.059565723748024574,,3.1308302713898923,,4.814189015226509,,4.948992443641438,,,2.5044596523158713
EGY,2013,3.9215935272862814,0.02034028136254725,0.934957101169708,2.5211234871687362,1.0750445380970117,4.055274904113547,4.276022492569726,1.9040228754692474,2.0661639270103085,1.2041260333325452,1.2043631825879761,1.01644201190615,0.6900608763135627,3.722276630514646,3.7281061863014697,,,0.02400363148242607,1.3683781265758788,2.5942630043458967,0.43077408966086117,4.1682014745379465,0.029593849533584366,3.4865346523197447,2.711188457422634,,,,,,4.463932053490672,2.0955718270379595
EGY,2018,4.270833333333333,0.3,1.599537037037037,3.0125,0.37083333333333335,3.6472222222222217,3.9,1.5041666666666667,2.4402777777777773,1.4194444444444445,1.5541666666666667,1.2305555555555554,0.4041666666666667,3.6033333333333335,4.138425925925926,4.175,4.0,0.17916666666666667,2.0375,2.4763888888888883,0.08541666666666667,4.0875,0.06041666666666667,3.283333333333333,3.4898809523809526,4.691666666666666,4.325,,4.975925925925926,,4.688888888888888,2.0856481481481484
ESP,2007,3.9132305603163178,0.24917905239118868,1.7711839793245265,3.131407659055461,1.000276916562823,3.1880062767198685,3.75452157816552,1.8582496364897196,2.278457465022895,2.3731450961817,3.8761346853383816,3.7369400708696956,3.9740965097138092,4.468049874481297,4.711272149939611,4.659980460840662,4.674695621989143,0.3622435724919937,2.800120588843668,2.798121020149062,1.9071604306481718,0.5622071225056623,0.7577822574983202,1.9295312625368874,1.4858412225714464,,3.453682600702358,,2.4150146314065504,,,2.888986347185676
ESP,2011,4.048813373453666,0.11753808228560755,1.821766963828479,3.330453292995395,0.9813318195190878,3.409769904799284,3.764067246511347,2.054856432512072,2.4179067169246147,2.4224275644857114,3.5673831116968695,3.4635445387183244,4.243013597688179,4.438330579020484,4.839505477182893,4.757636195344769,4.6244788338454415,0.29242895061115676,2.589472102011297,2.8239084783143875,1.9120664452005287,0.5307978187780331,0.5980664090407344,1.7123218369306,1.3172053184625252,1.244980199541377,3.324951735560325,3.815185868663602,2.284193313994165,1.6272373634031791,1.9685118301614584,2.381903476274186
EST,2011,3.8143986466473883,0.2779689207756404,2.295684190586406,4.374042473113214,2.0190119741380257,3.128568833634699,3.5957555573457127,1.6361804333789076,2.2123315936817085,2.5213566998959807,2.8773403775845363,2.529503966512415,3.535066964975684,4.303692195808523,4.754436907309002,3.729348628964219,3.126167145277441,0.16845485927758305,2.7818141696575243,3.104368061177312,0.7583552082295648,0.937704167069836,0.45113870982471227,2.8395638770090197,1.153452558054076,0.994275603239438,3.1306897740094906,2.490048757559258,1.8378359956963244,1.699708877284126,1.115664764340551,2.2415516945049783
ETH,2007,4.78,0.7666666666666667,1.7425925925925925,2.723333333333333,1.2,3.53,2.994444444444444,1.8066666666666666,2.262222222222222,1.8677777777777773,3.507777777777777,3.427777777777778,4.491666666666666,4.524,4.6829629629629625,4.17,4.263333333333334,1.0233333333333334,1.8955555555555554,2.625555555555555,1.8766666666666667,2.066666666666667,2.723333333333333,3.006666666666667,4.086190476190476,,4.5216666666666665,,4.561111111111112,,,1.4340740740740743
ETH,2020,4.837398373983739,0.5386178861788617,0.6960252935862692,3.1910569105691056,0.6016260162601627,3.4945799457994577,2.8509485094850944,2.2181571815718155,2.3590785907859075,1.58130081300813,3.0013550135501355,2.7669376693766936,2.5264227642276422,4.605691056910569,4.602981029810298,4.17479674796748,4.195121951219512,0.758130081300813,2.4864498644986446,3.2411924119241187,1.193089430894309,3.1707317073170733,3.869918699186992,4.363143631436315,4.454703832752613,4.51335656213705,4.82520325203252,4.995934959349594,4.900632339656729,2.6653116531165315,4.352303523035231,2.292682926829268
FIN,2005,3.766638040807825,0.3869057011349884,1.4408305667367782,0.7328474629625831,2.9496082649179254,3.6922211628331416,3.9777152882861984,2.4307560264204713,3.078270783793635,2.9486943939075965,3.4300578684162493,3.3840807877752193,4.290331494545964,4.6023672447854125,4.850884302790492,4.429877132343775,4.207012592485061,0.7389845341466916,4.029923621422293,2.692525501603416,1.8973939488852876,0.600437415483368,2.4220832097306357,2.8478947501989476,1.6220848594885282,,3.9208145726791748,,2.7901414444404122,,,2.6482215500339343
FRA,2006,4.343104366035695,0.41837997295570417,2.400237265647126,3.111087459318294,0.942925291309168,3.5443003078356003,4.364449982235581,2.1911411874838382,3.308995650845458,3.350681228892543,3.9667987257085495,3.672896863846432,3.894510017244326,4.3235599852796405,4.845243706876497,3.8689102418405317,3.1741453019171004,0.7376976325313521,,2.9373321184428822,2.611450160619532,0.4366394536028734,0.36009493258807646,2.1991799271337924,1.0501945014213687,,3.2515639438171307,,2.0489097529227793,,,
GBR,2005,3.4117162904060603,0.9729678846612158,1.972381500456837,2.173880269597969,1.5143882822306955,3.2810897443831744,4.156395500113007,2.279926787907585,3.101354346905323,3.08710872862243,3.3563411852223806,3.21934106238184,3.97800331751976,4.530946057780852,4.816044376158863,4.759029841440563,4.2917626033881024,1.2939796802820107,,3.1604037493133,2.113665338027831,0.93933743969845,1.3931515290645364,2.4154155674579507,1.5264787373943152,,3.447574521997181,,2.5501107985879967,,,
GBR,2022,3.2583716515773493,1.1140771773240605,1.9701094601618654,2.4142364849360556,2.3140622535616133,3.390420155445394,4.1240936936007255,2.4282211411754377,3.2826062141946957,3.305925007768355,4.040866484985606,3.9065339638355336,4.5359368263349875,4.539919879609149,,4.925711342964749,4.764272882192013,1.0726226125436868,3.226146779271061,3.1535949778231003,3.013456147986046,0.44701203599308353,1.277447163398186,2.270148241594159,1.1137434724612774,1.3663614753969133,2.749366934423214,2.4649359127524777,1.7007421448153885,1.0015197374276887,1.2086725594247512,1.6625738690566545
GEO,2009,4.447777777777778,0.021666666666666667,2.0403703703703706,4.473333333333334,0.9033333333333333,3.6477777777777773,3.5511111111111107,1.658888888888889,2.192222222222222,2.6166666666666667,1.892222222222222,1.7888888888888888,1.8433333333333333,4.5953333333333335,4.909259259259259,3.7866666666666666,3.8066666666666666,0.015,1.902222222222222,2.4855555555555555,0.44,3.3633333333333333,0.265,4.333333333333333,2.6476190476190475,,4.91,,4.555555555555556,,,2.735185185185185
GEO,2014,4.288685524126456,0.024958402662229616,2.3206692549454617,4.56738768718802,0.44509151414309484,3.5343871325568497,3.215474209650582,1.5723793677204656,2.143649473100388,2.4431503050471433,2.2698280643372155,2.071547420965058,2.4521630615640597,4.005823627287854,4.906174893695693,3.394342762063228,3.361064891846922,0.012479201331114808,2.3349972268441483,2.802273987798114,0.5844425956738769,3.178036605657238,0.6967554076539102,4.129229062673322,2.6711433325410026,3.168528642738293,4.925124792013311,4.966722129783694,4.5373451654649655,3.8990571270105376,3.1544647809206876,2.384914032168608
GHA,2007,4.871794871794872,0.689374185136897,0.881500796755034,3.956975228161669,0.423728813559322,2.8922207735767054,2.9335071707953064,1.4732724902216427,2.4945675793133417,1.911125597566275,1.8361581920903953,1.5036940460669272,2.0925684485006517,4.241525423728813,4.197812545270172,3.878748370273794,3.7092568448500653,0.7643415906127771,3.5995219469795736,3.2366362451108213,0.5834419817470665,3.6310299869621905,4.110169491525424,4.295958279009127,4.2140063326504,,4.773468057366363,,4.87722729248153,,,2.96972330870636
GHA,2012,4.887228703508967,0.4673833368385892,1.1177070918885632,4.274323124791231,0.25154720961017435,2.600934614607432,2.739695063362654,1.3275718268156198,2.2654442602466878,1.7064422993653428,1.8211685491952347,1.3080712639127727,2.366803500513417,3.924241627593374,4.381396232743488,4.007485525355372,3.989225977657087,0.33894019621184945,3.684253256795042,3.420160581954943,0.6715747980354072,3.531013008622929,4.067670896685677,4.2202042945569564,4.075122234750812,4.593708080527803,4.918404216822753,4.983719890883448,4.814285446727673,2.4338022128473815,3.9198257784760795,2.756470461690303
GRC,2017,4.409850291177018,0.19655018310904887,2.3694858131549417,3.7164855389559612,0.42235982390216714,2.82731589874553,3.4244923094424986,1.1696186504435735,1.5455855571559611,1.5440608027054696,3.278032170643675,3.228023332120771,2.631912135087889,4.692069786562979,4.926347748082133,3.7822212346321695,3.7099280891804405,0.14605610183721382,2.435675346787774,2.46330438161461,1.1127185483774409,1.6612397783052721,0.19930760071063922,3.0646742044850246,2.9175145383816674,3.3246109708505935,4.54499135038909,4.675170154789021,3.9558107569591745,2.374540810638532,1.7288818072467385,2.853876648975754
GTM,2020,4.2337944128017355,0.9764035801464606,1.963656088961215,3.5109845402766475,0.8991049633848658,2.408462164361269,2.9726064551125573,1.3886628695416325,2.2158936804990503,1.8741524274477892,3.4906427990235964,3.348250610252238,3.447925142392189,3.4703010577705453,4.5072778229816475,3.4906427990235964,3.5272579332790888,1.0231895850284785,2.2389476539191753,2.209113100081367,1.3486574450772986,3.2017900732302684,3.23026851098454,3.4716571738540813,3.292456119958154,3.538881785423689,4.0561432058584215,4.820992676973149,4.22249344543893,2.0056956875508543,2.4233794412801735,3.0887803996022063
HKG,2005,3.463791267305644,0.13977635782747605,,0.9305111821086262,2.0646964856230032,,,,,,,2.7609158679446213,3.055111821086262,,,3.662140575079872,3.9736421725239617,,3.1789137380191685,,0.7887380191693291,0.05990415335463259,,,1.0046782291191236,,3.0451277955271565,,1.8659034433794819,,,
HKG,2014,3.451666666666667,0.6225,1.6533333333333335,2.9,2.425,3.025,3.6833333333333336,1.79,2.405,2.32,2.8733333333333335,2.7766666666666664,2.8375,3.929,4.476666666666666,4.06,3.945,0.715,3.061666666666667,3.013333333333333,0.5675,0.545,1.1225,2.721666666666667,1.1442857142857141,1.1064285714285713,1.62,2.92,2.1405555555555558,2.2016666666666667,1.9783333333333335,2.7905555555555557
HKG,2018,3.4542071831751047,0.61109129271832,2.0183974364349497,2.5937586011141174,1.831011771015438,2.8719034037769893,3.320938075991844,1.8363216133758844,2.431493555317684,2.3651646438826495,2.973442888920971,2.9449918338204024,2.8897042592984334,3.940853473421693,4.44351551221877,4.452738845723091,4.55190941047876,0.5468434820042574,2.965097303708604,2.777183290251069,0.47952683647171046,0.4210461399875742,1.0357295253350256,2.5754204082645105,1.1375160724313784,1.1434737403542905,1.5622799804303813,2.649987984434209,2.1359227528079785,1.9141323372085852,1.7507765998889886,2.736992134677365
HTI,2016,4.3086172344689375,0.04634268537074148,4.241538632821198,3.917835671342685,1.0846693386773547,1.795257181028724,2.1459585838343354,1.7267869071476285,2.535070140280561,1.5572812291249163,1.9555778223112892,2.974281897127588,2.444889779559118,3.167835671342685,2.916666666666667,4.68687374749499,4.9223446893787575,0.04759519038076152,1.4913159652638612,1.3527054108216432,1.184869739478958,0.6162324649298597,1.1961422845691383,1.24749498997996,2.4237761236759234,4.446392785571143,4.740731462925852,4.789579158316633,4.092629703852149,1.7468269873079494,2.3572144288577155,2.7120908483633936
